Glycan,E13_120,E13_144,E13_168,E13_192,E13_216,E13_288,E13_336,E14_120,E14_144,E14_168,E14_192,E14_216,E14_288,E14_336,E15_120,E15_144,E15_168,E15_192,E15_216,E15_288,E15_336,E16_120,E16_144,E16_168,E16_192,E16_216,E16_288,E16_336,E17_120,E17_144,E17_168,E17_192,E17_216,E17_288,E18_120,E18_144,E18_168,E18_192,E18_216,E18_288,E18_336,E19_120,E19_144,E19_168,E19_192,E19_216,E19_288,E19_336,E20_120,E20_144,E20_168,E20_192,E20_216,E20_288,E20_336
none/G0F,1.05589595660169,1.65354038072149,0.64931994201407,0.402010214615011,0.299128656190303,0.295267401253032,0.474416798884517,1.05346920236325,1.09367819098008,0.56018513788771,0.535086711020505,0.378869882895043,0.403511471845287,0.375727422380187,0.821115731897829,0.891103760967233,0.380190296964229,0.442677776910884,0.384338184294355,0.331836739374728,0.339879136851608,0.799686694805075,1.57129550277275,1.49260698233733,0.477773221904399,0.660307729101765,0.330580070439409,0.234660609611411,0.788070898350442,1.02012948396507,0.75778848707308,0.190572800791739,0.332856748154618,0.280276400942133,0.715092467938216,0.775392715880852,0.908096790414685,0.381178126526906,0.289683010211141,0.327208108398757,0.23516586930963,1.3833084488376,0.93767322253413,1.11739981089473,0.646919960498375,0.304337549831307,0.222887762480573,0.379146271172179,1.07848733240794,0.803291221306323,0.375663081575492,0.355981350352489,0.267508829175466,0.316224147385428,0.264312972864528
none/G1F,0.532337364122595,0.191268136461777,0.38205698440537,0.192072433358886,0.336944059794892,0.638417369711302,0.854869546339986,0.57332594370487,0.567492046674104,0.716375276463324,0.468881280642584,0.46828324748025,0.538310800614491,0.655132244618374,0.475838053011269,0.395421453284779,0.381151885040476,0.305687571324468,0.441123002983424,0.582771978587737,0.659016767164422,0.46629771002567,0.621622989212678,0.469253191928797,0.40536332704237,0.462708863636689,0.526217761038389,0.436719408224103,0.262677749407295,0.480774670720725,0.459113714753887,0.099775134168952,0.267599402953106,0.752815686876227,0.314256070844999,0.272870171145241,0.490067183053744,0.323709445501685,0.390465578572339,0.566824964305079,0.472200485868143,0.574893386038167,0.640856516534653,0.594105756031401,0.346325519147167,0.264080903861125,0.477912467032369,0.808146709190208,0.330704653710392,0.300490755123399,0.212139275306423,0.343070065524822,0.364728530992689,0.584565961336945,0.651476424131338
none/G2F,1.5324508400011,1.85213432750184,0.8379884437301,0.729387428501262,0.49027231319743,0.538234977732479,0.643662690404491,1.56298399724958,1.28914739080794,0.968173111611995,0.83815055058632,0.700803756677083,0.65320613171534,0.671911539795308,1.21387387555712,1.14642609527443,0.814605505466778,0.781152469137085,0.691225964546854,0.562639044688023,0.437162611141189,1.26517146771519,1.98910321609416,1.53359535642447,0.793034633728932,0.906170538178348,0.48563658103146,0.432319359959324,1.46553207210769,1.34530254513716,1.18340434538201,0.552323862785906,0.545037098604646,0.575054602580278,1.07836787302523,1.14872178462424,1.12153207244166,0.669476859958447,0.551930869417503,0.511604200744483,0.419913172885869,1.75989355172573,1.18492187133583,1.36389288316402,0.719749275598426,0.576300684085107,0.284457739682834,0.538046764500256,1.59208064065968,1.34951846935703,0.851759115028141,0.650921296067367,0.669174675240426,0.62110624460572,0.617870095925467
G0/G0,12.4576399528278,10.2160346253411,10.2302200033592,6.53232985464539,4.55575923880449,4.689931410303,4.72037648332653,12.3929924147473,10.5106017231075,11.4393911421935,9.40088004376371,9.46945481326806,8.13284221285672,7.67670122869723,12.1137799276971,11.9553980875011,11.2695200998649,9.36574687593653,8.04263152926658,6.59834479231499,5.24294380404936,12.0570776076721,10.6607116632575,11.3814226576386,10.8993363786252,9.58255902258322,5.92915328415835,4.40842887780446,10.3195660030232,8.34334718119279,9.56143968348448,7.45860369672702,6.64278081195141,8.47104487323453,11.0041855765183,9.88840894377802,10.615770234893,8.88515956803546,7.73550692431518,6.49307133955199,6.39316852167158,10.3100237691344,8.94980718448193,9.76487154422263,7.66106990747988,6.20082620761858,3.83248322640985,3.43447669579875,10.5438399530226,8.68482245363559,9.87613783707005,8.7988317978563,8.13563048573818,7.70086550292847,8.53561185544477
G0/G0F,34.1841189379736,38.3372701895162,41.0179628000423,49.0643714499485,57.0485902544316,55.2748320575939,51.4400433472074,35.7867218709809,39.951440155007,41.3072610020405,45.0540698540475,45.5449445545308,46.7403271233838,46.3506974179726,37.0730783537386,39.6951101495134,40.6190534813739,46.7785275033107,48.3297399587114,55.096465260789,55.916008786832,34.3909666980501,35.1428683338253,38.1036795636905,41.7931083395539,44.5759546267022,56.0226673595749,63.5428147674936,36.5324213802343,40.720635268902,41.4229164383487,48.7461735439325,52.2302884631287,49.1391718444973,40.4162711855146,43.1801463950233,42.315205258243,47.069871124464,48.8438298676147,50.1411749222593,51.0158270652228,35.9886203321044,40.0629781178466,40.843805138705,46.0248556887166,52.3444655148281,58.592935289907,57.260921297079,36.2618340103197,41.6920255705348,42.9619517046711,45.8755552056041,45.5816056567448,45.9113687821425,46.1812358858385
G0F/G0F,1.52182350189848,0.786283277559488,1.13171164398432,0.323754309663517,-0.169119785042782,0.954402207776454,1.26410913719022,1.89480044503491,1.65423752442569,1.23413458583171,1.28497567069192,1.11235874566209,1.10016502516038,0.628430229945487,1.57365248003975,1.34803862754203,1.67211683745416,1.08287745731094,0.843204340116038,0.816466676484661,1.09903738567899,2.22167931768767,1.77386079351949,1.57048072236142,1.3096888844772,1.25570051741325,0.820502637316797,0.553134170285854,1.11330596332231,0.806157784456272,1.16899665630746,0.315178579299644,0.279602155651134,-0.121115369904845,1.12924731702474,0.920910879099952,1.39676210635798,1.03888236332588,0.725120207564151,0.724851061494252,0.550410868974858,1.3079025368035,0.760199245620682,1.11234471942548,0.57522496514009,0.482560846336066,0.0937523320911683,0.289302642497206,1.24272188693913,0.737115825997878,0.868833215256026,0.895349729910937,0.60326806133426,0.8568142582032,1.09630326466191
G0F/G1F,1.82851905404954,2.25009095248988,1.25582514462978,1.27760624588043,1.25227082493226,1.27187478969416,1.3668089566794,1.64821422943947,1.67287187229939,1.18698095538814,1.32824789164984,1.12985328884531,1.17052106273962,1.06591522215237,1.43458343611727,1.39833367268321,1.05623656449272,1.09413666722013,1.26156233714947,1.06990959515292,1.39650711137772,1.59708525040874,1.96839615449356,2.06178437402844,1.15340182915486,1.34230111973542,0.947392198072313,0.877698236755906,1.83634009840119,1.83532254219078,1.3258747770065,1.21235571908918,1.10749972806046,1.37852815057938,1.30222543320057,1.39273684413911,1.47233475132561,1.06890699421607,1.08243736745613,1.13746666589645,1.04529246870104,2.3081767408522,1.89203759566669,1.87630480613912,1.42004260145594,1.22309477081635,1.11738600855085,1.27468297664366,2.06216890775585,1.49473511050282,1.12734172398444,1.09001493243548,1.19572579423875,1.12428298565998,1.0341226174614
G1F/G1F,31.3759867519799,29.4583067895466,31.5009691132986,27.726562609562,23.0183442727337,20.471121094315,19.8610189848374,30.8238957531377,30.8963599783798,32.0591159584551,30.721051271525,30.0535666983781,28.3210488015026,28.0737774844003,32.9202566360312,32.9022523525781,33.8673738718265,31.9643472794779,30.408123866131,24.9560019481623,22.3372253637674,30.874762653402,29.9758297064315,30.7780090788153,31.9104412734564,30.1245777653214,22.0686149729663,17.6622846335744,29.2617700768965,28.7306553858902,30.9057188643469,29.6022472155249,28.7471683446183,31.9646226985154,31.2919215800397,32.4549760267585,31.8496850117722,30.6508492249887,28.5351362110012,26.7802245033572,25.4428818705254,28.7405019857602,27.6910358450225,29.5475896290803,29.0658787707568,27.0409589404985,21.1628087254717,21.2990515870818,29.9115244529116,29.6984205051872,32.420988670169,29.5932138218558,30.8971660252464,28.3776126208314,28.8597076907974
G1F/G2F,13.4363540749294,13.936304435633,11.7365782298788,13.1337642408003,12.5352630394336,15.2978803553808,16.609233155194,12.5788309213755,11.8900402902329,10.1918709114921,9.99797485591952,10.3326959490188,12.2198379152833,13.1800985578843,11.333617779214,10.3708504332452,8.6628345430074,9.30190436645896,8.70671929286445,11.1241015802863,14.0896044170162,14.2098550518858,13.3119966839396,10.9763193456747,10.7420101131085,10.5494272247242,12.8337858991721,13.2737241162548,15.82170501539,15.117786633523,10.9008582764004,11.3722846142717,9.55433497094279,9.16300401335172,11.212275188611,9.73967796596073,9.13745563102512,9.48678932924096,11.1345549104367,14.3066990821373,14.9865408189797,15.1705727218661,15.1411269515763,12.7375321437471,13.0322843521794,11.2416466352313,13.860568983257,14.6726830021052,14.7542181060513,13.4414346425156,11.4365465580754,10.3529116758797,11.1139279710264,14.0470948268855,13.9152669749098
G2F/G2F,3.91978166851702,3.51664407019326,2.58111546493372,2.50757351132621,1.76020120047951,2.46249270125331,4.24264147167122,3.31389813416661,2.44681426359451,1.76935772282629,1.42241173112286,1.32557799235252,1.65928244623493,1.78875844153637,2.29025974014789,1.84060866063891,1.19518024475758,1.22658935104948,1.00999220680639,1.21924038944433,1.67460043848729,4.01001645141147,3.50813319693424,2.79201458966348,1.83583233450788,1.55088534179244,1.38930994942717,1.35659427043854,4.82835665762457,3.76412189538358,2.5327893031498,2.01650995960079,1.22160981435969,0.839856060873256,2.07944999383802,1.75286189128927,1.59337978415618,1.22585902896481,1.42726182618235,1.88518614998638,2.34731067983831,4.49938657659604,4.61566412739168,2.66677090988158,2.47800672385387,1.91545596111927,1.91297099934209,2.36465402454025,3.7537510071304,2.97687114099892,2.12889225561763,1.5971164468256,1.50171450678633,2.07408692873129,2.07459470445456
